,day_hour,sum(dock_bikes),sum(free_bases),sum(total_bases),features,scaled_features,pca_features,PCA1,PCA2
74,2021-03-10 4h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
75,2021-03-15 8h,16,13,30,"[16.0,13.0]","[1.3837837837837803,-1.1189189189189221]","[-1.7668284865465531,0.21249519172268572]",-1.7668284865465531,0.21249519172268572
76,2021-03-30 15h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
77,2021-03-01 20h,9,16,30,"[9.0,16.0]","[-5.61621621621622,1.8810810810810779]","[5.26320208786532,-2.716441496366396]",5.26320208786532,-2.716441496366396
78,2021-03-19 10h,20,10,30,"[20.0,10.0]","[5.38378378378378,-4.118918918918922]","[-6.705993339064502,0.9900879898190502]",-6.705993339064502,0.9900879898190502
79,2021-03-01 7h,7,16,30,"[7.0,16.0]","[-7.61621621621622,1.8810810810810779]","[6.6571125691279365,-4.15067075636154]",6.6571125691279365,-4.15067075636154
80,2021-03-10 19h,8,21,30,"[8.0,21.0]","[-6.61621621621622,6.881081081081078]","[9.54573047848449,0.05122007679257212]",9.54573047848449,0.05122007679257212
81,2021-03-14 0h,13,16,30,"[13.0,16.0]","[-1.6162162162162197,1.8810810810810779]","[2.475381125340088,0.15201702362389313]",2.475381125340088,0.15201702362389313
82,2021-03-14 10h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
83,2021-03-23 1h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
84,2021-03-23 14h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
85,2021-03-25 0h,9,20,30,"[9.0,20.0]","[-5.61621621621622,5.881081081081078]","[8.13166060785561,0.07137946615883717]",8.13166060785561,0.07137946615883717
86,2021-03-28 10h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
87,2021-03-28 22h,24,3,30,"[24.0,3.0]","[9.38378378378378,-11.118918918918922]","[-14.513616711572741,-1.0201401746098178]",-14.513616711572741,-1.0201401746098178
88,2021-03-01 18h,10,15,30,"[10.0,15.0]","[-4.61621621621622,0.8810810810810779]","[3.8491322172364395,-2.6962821070001324]",3.8491322172364395,-2.6962821070001324
89,2021-03-05 7h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
90,2021-03-11 5h,4,26,30,"[4.0,26.0]","[-10.61621621621622,11.881081081081078]","[15.919124590997583,0.6675377599588241]",15.919124590997583,0.6675377599588241
91,2021-03-17 22h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
92,2021-03-23 13h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
93,2021-03-31 5h,6,23,30,"[6.0,23.0]","[-8.61621621621622,8.881081081081078]","[12.373870219742251,0.010901298060043807]",12.373870219742251,0.010901298060043807
94,2021-03-10 7h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
95,2021-03-10 9h,20,10,30,"[20.0,10.0]","[5.38378378378378,-4.118918918918922]","[-6.705993339064502,0.9900879898190502]",-6.705993339064502,0.9900879898190502
96,2021-03-17 1h,3,27,30,"[3.0,27.0]","[-11.61621621621622,12.881081081081078]","[17.333194461626462,0.6473783705925591]",17.333194461626462,0.6473783705925591
97,2021-03-17 10h,7,23,30,"[7.0,23.0]","[-7.61621621621622,8.881081081081078]","[11.676914979110943,0.7280159280576166]",11.676914979110943,0.7280159280576166
98,2021-03-28 3h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
99,2021-03-16 4h,5,23,30,"[5.0,23.0]","[-9.61621621621622,8.881081081081078]","[13.070825460373559,-0.7062133319375281]",13.070825460373559,-0.7062133319375281
100,2021-03-17 20h,14,15,30,"[14.0,15.0]","[-0.6162162162162197,0.8810810810810779]","[1.0613112547112076,0.1721764129901574]",1.0613112547112076,0.1721764129901574
101,2021-03-21 16h,28,1,30,"[28.0,1.0]","[13.38378378378378,-13.118918918918922]","[-18.735666934093118,0.45440786411785616]",-18.735666934093118,0.45440786411785616
102,2021-03-26 7h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
103,2021-03-28 1h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
104,2021-03-04 14h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
105,2021-03-09 12h,26,4,30,"[26.0,4.0]","[11.38378378378378,-10.118918918918922]","[-15.190412562837784,1.1110443260166365]",-15.190412562837784,1.1110443260166365
106,2021-03-10 21h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
107,2021-03-13 12h,13,16,30,"[13.0,16.0]","[-1.6162162162162197,1.8810810810810779]","[2.475381125340088,0.15201702362389313]",2.475381125340088,0.15201702362389313
108,2021-03-01 3h,6,17,30,"[6.0,17.0]","[-8.61621621621622,2.881081081081078]","[8.071182439756816,-4.170830145727805]",8.071182439756816,-4.170830145727805
109,2021-03-15 22h,7,21,30,"[7.0,21.0]","[-7.61621621621622,6.881081081081078]","[10.242685719115798,-0.6658945532049998]",10.242685719115798,-0.6658945532049998
110,2021-03-18 14h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
111,2021-03-07 10h,7,23,30,"[7.0,23.0]","[-7.61621621621622,8.881081081081078]","[11.676914979110943,0.7280159280576166]",11.676914979110943,0.7280159280576166
112,2021-03-12 15h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
113,2021-03-25 13h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
114,2021-03-27 3h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
115,2021-03-05 14h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
116,2021-03-06 21h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
117,2021-03-14 16h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
118,2021-03-16 17h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
119,2021-03-21 19h,27,1,30,"[27.0,1.0]","[12.38378378378378,-13.118918918918922]","[-18.038711693461806,-0.26270676587971664]",-18.038711693461806,-0.26270676587971664
120,2021-03-27 10h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
121,2021-03-30 16h,16,14,30,"[16.0,14.0]","[1.3837837837837803,-0.11891891891892215]","[-1.0497138565489805,0.9094504323539939]",-1.0497138565489805,0.9094504323539939
122,2021-03-06 1h,7,21,30,"[7.0,21.0]","[-7.61621621621622,6.881081081081078]","[10.242685719115798,-0.6658945532049998]",10.242685719115798,-0.6658945532049998
123,2021-03-08 2h,13,16,30,"[13.0,16.0]","[-1.6162162162162197,1.8810810810810779]","[2.475381125340088,0.15201702362389313]",2.475381125340088,0.15201702362389313
124,2021-03-09 11h,26,4,30,"[26.0,4.0]","[11.38378378378378,-10.118918918918922]","[-15.190412562837784,1.1110443260166365]",-15.190412562837784,1.1110443260166365
125,2021-03-19 0h,5,24,30,"[5.0,24.0]","[-9.61621621621622,9.881081081081078]","[13.78794009037113,-0.009258091306219463]",13.78794009037113,-0.009258091306219463
126,2021-03-21 7h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
127,2021-03-30 9h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
128,2021-03-13 2h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
129,2021-03-31 1h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
130,2021-03-07 23h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
131,2021-03-23 20h,23,7,30,"[23.0,7.0]","[8.38378378378378,-7.118918918918922]","[-10.948202950951142,1.0505661579178431]",-10.948202950951142,1.0505661579178431
132,2021-03-24 8h,21,8,30,"[21.0,8.0]","[6.38378378378378,-6.118918918918922]","[-8.837177839690955,0.31329213855400706]",-8.837177839690955,0.31329213855400706
133,2021-03-21 9h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
134,2021-03-21 20h,25,3,30,"[25.0,3.0]","[10.38378378378378,-11.118918918918922]","[-15.210571952204049,-0.30302554461224496]",-15.210571952204049,-0.30302554461224496
135,2021-03-24 4h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
136,2021-03-27 21h,21,7,30,"[21.0,7.0]","[6.38378378378378,-7.118918918918922]","[-9.554292469688527,-0.3836631020773016]",-9.554292469688527,-0.3836631020773016
137,2021-03-01 17h,9,16,30,"[9.0,16.0]","[-5.61621621621622,1.8810810810810779]","[5.26320208786532,-2.716441496366396]",5.26320208786532,-2.716441496366396
138,2021-03-08 17h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
139,2021-03-24 5h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
140,2021-03-29 15h,27,1,30,"[27.0,1.0]","[12.38378378378378,-13.118918918918922]","[-18.038711693461806,-0.26270676587971664]",-18.038711693461806,-0.26270676587971664
141,2021-03-04 20h,21,9,30,"[21.0,9.0]","[6.38378378378378,-5.118918918918922]","[-8.120063209693383,1.0102473791853148]",-8.120063209693383,1.0102473791853148
142,2021-03-10 18h,3,24,30,"[3.0,24.0]","[-11.61621621621622,9.881081081081078]","[15.181850571633747,-1.443487351301365]",15.181850571633747,-1.443487351301365
143,2021-03-12 1h,3,26,30,"[3.0,26.0]","[-11.61621621621622,11.881081081081078]","[16.61607983162889,-0.049576870038748666]",16.61607983162889,-0.049576870038748666
144,2021-03-21 3h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
145,2021-03-22 9h,25,3,30,"[25.0,3.0]","[10.38378378378378,-11.118918918918922]","[-15.210571952204049,-0.30302554461224496]",-15.210571952204049,-0.30302554461224496
146,2021-03-12 14h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
147,2021-03-17 3h,3,27,30,"[3.0,27.0]","[-11.61621621621622,12.881081081081078]","[17.333194461626462,0.6473783705925591]",17.333194461626462,0.6473783705925591
148,2021-03-23 11h,19,8,30,"[19.0,8.0]","[4.38378378378378,-6.118918918918922]","[-7.443267358428338,-1.120937121441138]",-7.443267358428338,-1.120937121441138
149,2021-03-26 1h,13,15,30,"[13.0,15.0]","[-1.6162162162162197,0.8810810810810779]","[1.7582664953425156,-0.544938217007415]",1.7582664953425156,-0.544938217007415
150,2021-03-26 14h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
151,2021-03-04 18h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
152,2021-03-06 6h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
153,2021-03-22 18h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
154,2021-03-05 5h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
155,2021-03-08 23h,20,7,30,"[20.0,7.0]","[5.38378378378378,-7.118918918918922]","[-8.857337229057219,-1.1007777320748744]",-8.857337229057219,-1.1007777320748744
156,2021-03-12 10h,7,23,30,"[7.0,23.0]","[-7.61621621621622,8.881081081081078]","[11.676914979110943,0.7280159280576166]",11.676914979110943,0.7280159280576166
157,2021-03-16 8h,10,18,30,"[10.0,18.0]","[-4.61621621621622,3.881081081081078]","[6.000476107229157,-0.6054163851062078]",6.000476107229157,-0.6054163851062078
158,2021-03-03 22h,16,14,30,"[16.0,14.0]","[1.3837837837837803,-0.11891891891892215]","[-1.0497138565489805,0.9094504323539939]",-1.0497138565489805,0.9094504323539939
159,2021-03-07 4h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
160,2021-03-09 18h,27,2,30,"[27.0,2.0]","[12.38378378378378,-12.118918918918922]","[-17.32159706346424,0.4342484747515911]",-17.32159706346424,0.4342484747515911
161,2021-03-20 20h,24,5,30,"[24.0,5.0]","[9.38378378378378,-9.118918918918922]","[-13.079387451577595,0.37377030665279865]",-13.079387451577595,0.37377030665279865
162,2021-03-21 12h,25,4,30,"[25.0,4.0]","[10.38378378378378,-10.118918918918922]","[-14.493457322206476,0.3939296960190637]",-14.493457322206476,0.3939296960190637
163,2021-03-01 23h,6,19,30,"[6.0,19.0]","[-8.61621621621622,4.881081081081078]","[9.505411699751962,-2.776919664465189]",9.505411699751962,-2.776919664465189
164,2021-03-07 21h,23,7,30,"[23.0,7.0]","[8.38378378378378,-7.118918918918922]","[-10.948202950951142,1.0505661579178431]",-10.948202950951142,1.0505661579178431
165,2021-03-02 1h,15,12,30,"[15.0,12.0]","[0.3837837837837803,-2.118918918918922]","[-1.7869878759128175,-1.201574678906195]",-1.7869878759128175,-1.201574678906195
166,2021-03-03 6h,5,24,30,"[5.0,24.0]","[-9.61621621621622,9.881081081081078]","[13.78794009037113,-0.009258091306219463]",13.78794009037113,-0.009258091306219463
167,2021-03-07 19h,29,1,30,"[29.0,1.0]","[14.38378378378378,-13.118918918918922]","[-19.432622174724422,1.171522494115429]",-19.432622174724422,1.171522494115429
168,2021-03-11 9h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
169,2021-03-11 16h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
170,2021-03-17 0h,3,27,30,"[3.0,27.0]","[-11.61621621621622,12.881081081081078]","[17.333194461626462,0.6473783705925591]",17.333194461626462,0.6473783705925591
171,2021-03-01 11h,8,13,30,"[8.0,13.0]","[-6.61621621621622,-1.1189189189189221]","[3.8088134385039103,-5.5244218482578935]",3.8088134385039103,-5.5244218482578935
172,2021-03-05 20h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
173,2021-03-11 13h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
174,2021-03-13 8h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
175,2021-03-14 19h,21,8,30,"[21.0,8.0]","[6.38378378378378,-6.118918918918922]","[-8.837177839690955,0.31329213855400706]",-8.837177839690955,0.31329213855400706
176,2021-03-24 7h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
177,2021-03-24 12h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
178,2021-03-24 18h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
179,2021-03-30 14h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
180,2021-03-03 7h,6,24,30,"[6.0,24.0]","[-8.61621621621622,9.881081081081078]","[13.090984849739822,0.7078565386913525]",13.090984849739822,0.7078565386913525
181,2021-03-03 17h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
182,2021-03-18 21h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
183,2021-03-22 3h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
184,2021-03-03 15h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
185,2021-03-15 10h,23,6,30,"[23.0,6.0]","[8.38378378378378,-8.118918918918922]","[-11.665317580948715,0.3536109172865354]",-11.665317580948715,0.3536109172865354
186,2021-03-17 23h,7,23,30,"[7.0,23.0]","[-7.61621621621622,8.881081081081078]","[11.676914979110943,0.7280159280576166]",11.676914979110943,0.7280159280576166
187,2021-03-28 15h,24,3,30,"[24.0,3.0]","[9.38378378378378,-11.118918918918922]","[-14.513616711572741,-1.0201401746098178]",-14.513616711572741,-1.0201401746098178
188,2021-03-30 3h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
189,2021-03-10 13h,22,7,30,"[22.0,7.0]","[7.38378378378378,-7.118918918918922]","[-10.251247710319834,0.33345152792027033]",-10.251247710319834,0.33345152792027033
190,2021-03-19 17h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
191,2021-03-26 16h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
192,2021-03-28 9h,16,12,30,"[16.0,12.0]","[1.3837837837837803,-2.118918918918922]","[-2.4839431165441255,-0.4844600489086226]",-2.4839431165441255,-0.4844600489086226
193,2021-03-04 0h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
194,2021-03-09 10h,25,5,30,"[25.0,5.0]","[10.38378378378378,-9.118918918918922]","[-13.776342692208903,1.0908849366503715]",-13.776342692208903,1.0908849366503715
195,2021-03-10 14h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
196,2021-03-15 19h,14,13,30,"[14.0,13.0]","[-0.6162162162162197,-1.1189189189189221]","[-0.3729180052839371,-1.221734068272459]",-0.3729180052839371,-1.221734068272459
197,2021-03-17 7h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
198,2021-03-04 4h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
199,2021-03-08 10h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
200,2021-03-09 22h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
201,2021-03-15 1h,10,19,30,"[10.0,19.0]","[-4.61621621621622,4.881081081081078]","[6.717590737226729,0.09153885552510044]",6.717590737226729,0.09153885552510044
202,2021-03-15 2h,10,19,30,"[10.0,19.0]","[-4.61621621621622,4.881081081081078]","[6.717590737226729,0.09153885552510044]",6.717590737226729,0.09153885552510044
203,2021-03-20 10h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
204,2021-03-03 16h,9,21,30,"[9.0,21.0]","[-5.61621621621622,6.881081081081078]","[8.848775237853182,0.7683347067901449]",8.848775237853182,0.7683347067901449
205,2021-03-16 19h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
206,2021-03-24 17h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
207,2021-03-19 14h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
208,2021-03-31 14h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
209,2021-03-07 7h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
210,2021-03-13 19h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
211,2021-03-26 8h,16,11,30,"[16.0,11.0]","[1.3837837837837803,-3.118918918918922]","[-3.2010577465416974,-1.1814152895399308]",-3.2010577465416974,-1.1814152895399308
212,2021-03-16 2h,5,23,30,"[5.0,23.0]","[-9.61621621621622,8.881081081081078]","[13.070825460373559,-0.7062133319375281]",13.070825460373559,-0.7062133319375281
213,2021-03-24 15h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
214,2021-03-01 16h,11,14,30,"[11.0,14.0]","[-3.6162162162162197,-0.11891891891892215]","[2.4350623466075594,-2.676122717633868]",2.4350623466075594,-2.676122717633868
215,2021-03-05 19h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
216,2021-03-16 11h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
217,2021-03-18 3h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
218,2021-03-18 23h,6,23,30,"[6.0,23.0]","[-8.61621621621622,8.881081081081078]","[12.373870219742251,0.010901298060043807]",12.373870219742251,0.010901298060043807
219,2021-03-22 14h,20,8,30,"[20.0,8.0]","[5.38378378378378,-6.118918918918922]","[-8.140222599059646,-0.40382249144356575]",-8.140222599059646,-0.40382249144356575
220,2021-03-23 6h,9,19,30,"[9.0,19.0]","[-5.61621621621622,4.881081081081078]","[7.414545977858037,-0.6255757744724715]",7.414545977858037,-0.6255757744724715
221,2021-03-25 1h,9,20,30,"[9.0,20.0]","[-5.61621621621622,5.881081081081078]","[8.13166060785561,0.07137946615883717]",8.13166060785561,0.07137946615883717
222,2021-03-30 10h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
223,2021-03-03 20h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
224,2021-03-09 2h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
225,2021-03-15 18h,14,15,30,"[14.0,15.0]","[-0.6162162162162197,0.8810810810810779]","[1.0613112547112076,0.1721764129901574]",1.0613112547112076,0.1721764129901574
226,2021-03-19 11h,20,10,30,"[20.0,10.0]","[5.38378378378378,-4.118918918918922]","[-6.705993339064502,0.9900879898190502]",-6.705993339064502,0.9900879898190502
227,2021-03-20 14h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
228,2021-03-31 0h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
229,2021-03-11 21h,16,14,30,"[16.0,14.0]","[1.3837837837837803,-0.11891891891892215]","[-1.0497138565489805,0.9094504323539939]",-1.0497138565489805,0.9094504323539939
230,2021-03-13 22h,23,6,30,"[23.0,6.0]","[8.38378378378378,-8.118918918918922]","[-11.665317580948715,0.3536109172865354]",-11.665317580948715,0.3536109172865354
231,2021-03-26 9h,19,8,30,"[19.0,8.0]","[4.38378378378378,-6.118918918918922]","[-7.443267358428338,-1.120937121441138]",-7.443267358428338,-1.120937121441138
232,2021-03-03 10h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
233,2021-03-24 9h,24,6,30,"[24.0,6.0]","[9.38378378378378,-8.118918918918922]","[-12.362272821580024,1.0707255472841073]",-12.362272821580024,1.0707255472841073
234,2021-03-05 15h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
