,day_hour,sum(dock_bikes),sum(free_bases),sum(total_bases),features,scaled_features,pca_features,PCA1,PCA2
395,2021-03-20 8h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
396,2021-03-20 3h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
397,2021-03-15 11h,22,7,30,"[22.0,7.0]","[7.38378378378378,-7.118918918918922]","[-10.251247710319834,0.33345152792027033]",-10.251247710319834,0.33345152792027033
398,2021-03-19 23h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
399,2021-03-20 5h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
400,2021-03-21 11h,26,3,30,"[26.0,3.0]","[11.38378378378378,-11.118918918918922]","[-15.907527192835357,0.41408908538532785]",-15.907527192835357,0.41408908538532785
401,2021-03-05 3h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
402,2021-03-17 6h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
403,2021-03-27 19h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
404,2021-03-08 1h,13,16,30,"[13.0,16.0]","[-1.6162162162162197,1.8810810810810779]","[2.475381125340088,0.15201702362389313]",2.475381125340088,0.15201702362389313
405,2021-03-09 20h,28,1,30,"[28.0,1.0]","[13.38378378378378,-13.118918918918922]","[-18.735666934093118,0.45440786411785616]",-18.735666934093118,0.45440786411785616
406,2021-03-13 20h,27,2,30,"[27.0,2.0]","[12.38378378378378,-12.118918918918922]","[-17.32159706346424,0.4342484747515911]",-17.32159706346424,0.4342484747515911
407,2021-03-17 5h,3,27,30,"[3.0,27.0]","[-11.61621621621622,12.881081081081078]","[17.333194461626462,0.6473783705925591]",17.333194461626462,0.6473783705925591
408,2021-03-24 16h,20,10,30,"[20.0,10.0]","[5.38378378378378,-4.118918918918922]","[-6.705993339064502,0.9900879898190502]",-6.705993339064502,0.9900879898190502
409,2021-03-28 23h,21,6,30,"[21.0,6.0]","[6.38378378378378,-8.118918918918922]","[-10.2714070996861,-1.0806183427086093]",-10.2714070996861,-1.0806183427086093
410,2021-03-02 9h,15,7,30,"[15.0,7.0]","[0.3837837837837803,-7.118918918918922]","[-5.372561025900679,-4.686350882062736]",-5.372561025900679,-4.686350882062736
411,2021-03-03 8h,9,21,30,"[9.0,21.0]","[-5.61621621621622,6.881081081081078]","[8.848775237853182,0.7683347067901449]",8.848775237853182,0.7683347067901449
412,2021-03-04 15h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
413,2021-03-07 11h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
414,2021-03-08 14h,22,5,30,"[22.0,5.0]","[7.38378378378378,-9.118918918918922]","[-11.68547697031498,-1.060458953342346]",-11.68547697031498,-1.060458953342346
415,2021-03-14 9h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
416,2021-03-24 20h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
417,2021-03-04 5h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
418,2021-03-18 2h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
419,2021-03-19 8h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
420,2021-03-21 22h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
421,2021-03-31 3h,6,23,30,"[6.0,23.0]","[-8.61621621621622,8.881081081081078]","[12.373870219742251,0.010901298060043807]",12.373870219742251,0.010901298060043807
422,2021-03-04 8h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
423,2021-03-13 21h,27,2,30,"[27.0,2.0]","[12.38378378378378,-12.118918918918922]","[-17.32159706346424,0.4342484747515911]",-17.32159706346424,0.4342484747515911
424,2021-03-16 7h,7,21,30,"[7.0,21.0]","[-7.61621621621622,6.881081081081078]","[10.242685719115798,-0.6658945532049998]",10.242685719115798,-0.6658945532049998
425,2021-03-17 14h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
426,2021-03-23 4h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
427,2021-03-28 18h,17,10,30,"[17.0,10.0]","[2.3837837837837803,-4.118918918918922]","[-4.615127617170578,-1.1612559001736666]",-4.615127617170578,-1.1612559001736666
428,2021-03-31 13h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
429,2021-03-09 4h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
430,2021-03-14 13h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
431,2021-03-01 15h,10,15,30,"[10.0,15.0]","[-4.61621621621622,0.8810810810810779]","[3.8491322172364395,-2.6962821070001324]",3.8491322172364395,-2.6962821070001324
432,2021-03-06 18h,22,7,30,"[22.0,7.0]","[7.38378378378378,-7.118918918918922]","[-10.251247710319834,0.33345152792027033]",-10.251247710319834,0.33345152792027033
433,2021-03-12 0h,3,26,30,"[3.0,26.0]","[-11.61621621621622,11.881081081081078]","[16.61607983162889,-0.049576870038748666]",16.61607983162889,-0.049576870038748666
434,2021-03-22 6h,25,3,30,"[25.0,3.0]","[10.38378378378378,-11.118918918918922]","[-15.210571952204049,-0.30302554461224496]",-15.210571952204049,-0.30302554461224496
435,2021-03-24 1h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
436,2021-03-02 2h,14,13,30,"[14.0,13.0]","[-0.6162162162162197,-1.1189189189189221]","[-0.3729180052839371,-1.221734068272459]",-0.3729180052839371,-1.221734068272459
437,2021-03-09 23h,18,9,30,"[18.0,9.0]","[3.3837837837837803,-5.118918918918922]","[-6.029197487799458,-1.1410965108074027]",-6.029197487799458,-1.1410965108074027
438,2021-03-16 18h,9,21,30,"[9.0,21.0]","[-5.61621621621622,6.881081081081078]","[8.848775237853182,0.7683347067901449]",8.848775237853182,0.7683347067901449
439,2021-03-25 18h,22,7,30,"[22.0,7.0]","[7.38378378378378,-7.118918918918922]","[-10.251247710319834,0.33345152792027033]",-10.251247710319834,0.33345152792027033
440,2021-03-26 13h,22,6,30,"[22.0,6.0]","[7.38378378378378,-8.118918918918922]","[-10.968362340317407,-0.36350371271103743]",-10.968362340317407,-0.36350371271103743
441,2021-03-07 22h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
442,2021-03-26 11h,21,6,30,"[21.0,6.0]","[6.38378378378378,-8.118918918918922]","[-10.2714070996861,-1.0806183427086093]",-10.2714070996861,-1.0806183427086093
443,2021-03-30 13h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
444,2021-03-10 0h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
445,2021-03-19 4h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
446,2021-03-22 2h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
447,2021-03-29 12h,28,0,30,"[28.0,0.0]","[13.38378378378378,-14.118918918918922]","[-19.45278156409069,-0.24254737651345337]",-19.45278156409069,-0.24254737651345337
448,2021-03-03 23h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
449,2021-03-09 6h,23,7,30,"[23.0,7.0]","[8.38378378378378,-7.118918918918922]","[-10.948202950951142,1.0505661579178431]",-10.948202950951142,1.0505661579178431
450,2021-03-13 23h,16,13,30,"[16.0,13.0]","[1.3837837837837803,-1.1189189189189221]","[-1.7668284865465531,0.21249519172268572]",-1.7668284865465531,0.21249519172268572
451,2021-03-22 22h,10,18,30,"[10.0,18.0]","[-4.61621621621622,3.881081081081078]","[6.000476107229157,-0.6054163851062078]",6.000476107229157,-0.6054163851062078
452,2021-03-23 23h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
453,2021-03-25 15h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
454,2021-03-27 5h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
455,2021-03-05 21h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
456,2021-03-25 14h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
457,2021-03-29 22h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
458,2021-03-04 17h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
459,2021-03-07 13h,16,14,30,"[16.0,14.0]","[1.3837837837837803,-0.11891891891892215]","[-1.0497138565489805,0.9094504323539939]",-1.0497138565489805,0.9094504323539939
460,2021-03-08 9h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
461,2021-03-09 15h,27,3,30,"[27.0,3.0]","[12.38378378378378,-11.118918918918922]","[-16.604482433466664,1.1312037153828989]",-16.604482433466664,1.1312037153828989
462,2021-03-15 9h,21,8,30,"[21.0,8.0]","[6.38378378378378,-6.118918918918922]","[-8.837177839690955,0.31329213855400706]",-8.837177839690955,0.31329213855400706
463,2021-03-23 17h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
464,2021-03-06 22h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
465,2021-03-11 4h,4,26,30,"[4.0,26.0]","[-10.61621621621622,11.881081081081078]","[15.919124590997583,0.6675377599588241]",15.919124590997583,0.6675377599588241
466,2021-03-15 7h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
467,2021-03-16 5h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
468,2021-03-16 14h,11,18,30,"[11.0,18.0]","[-3.6162162162162197,3.881081081081078]","[5.303520866597848,0.1116982448913646]",5.303520866597848,0.1116982448913646
469,2021-03-18 9h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
470,2021-03-20 0h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
471,2021-03-23 10h,16,11,30,"[16.0,11.0]","[1.3837837837837803,-3.118918918918922]","[-3.2010577465416974,-1.1814152895399308]",-3.2010577465416974,-1.1814152895399308
472,2021-03-26 5h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
473,2021-03-30 2h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
474,2021-03-07 17h,23,7,30,"[23.0,7.0]","[8.38378378378378,-7.118918918918922]","[-10.948202950951142,1.0505661579178431]",-10.948202950951142,1.0505661579178431
475,2021-03-12 5h,4,26,30,"[4.0,26.0]","[-10.61621621621622,11.881081081081078]","[15.919124590997583,0.6675377599588241]",15.919124590997583,0.6675377599588241
476,2021-03-12 17h,10,19,30,"[10.0,19.0]","[-4.61621621621622,4.881081081081078]","[6.717590737226729,0.09153885552510044]",6.717590737226729,0.09153885552510044
477,2021-03-04 10h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
478,2021-03-04 23h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
479,2021-03-15 0h,10,19,30,"[10.0,19.0]","[-4.61621621621622,4.881081081081078]","[6.717590737226729,0.09153885552510044]",6.717590737226729,0.09153885552510044
480,2021-03-19 19h,24,5,30,"[24.0,5.0]","[9.38378378378378,-9.118918918918922]","[-13.079387451577595,0.37377030665279865]",-13.079387451577595,0.37377030665279865
481,2021-03-06 12h,13,15,30,"[13.0,15.0]","[-1.6162162162162197,0.8810810810810779]","[1.7582664953425156,-0.544938217007415]",1.7582664953425156,-0.544938217007415
482,2021-03-13 13h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
483,2021-03-27 23h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
484,2021-03-31 12h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
485,2021-03-02 7h,15,12,30,"[15.0,12.0]","[0.3837837837837803,-2.118918918918922]","[-1.7869878759128175,-1.201574678906195]",-1.7869878759128175,-1.201574678906195
486,2021-03-03 1h,3,26,30,"[3.0,26.0]","[-11.61621621621622,11.881081081081078]","[16.61607983162889,-0.049576870038748666]",16.61607983162889,-0.049576870038748666
487,2021-03-06 9h,8,21,30,"[8.0,21.0]","[-6.61621621621622,6.881081081081078]","[9.54573047848449,0.05122007679257212]",9.54573047848449,0.05122007679257212
488,2021-03-12 20h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
489,2021-03-31 8h,8,21,30,"[8.0,21.0]","[-6.61621621621622,6.881081081081078]","[9.54573047848449,0.05122007679257212]",9.54573047848449,0.05122007679257212
490,2021-03-04 3h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
491,2021-03-06 13h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
492,2021-03-06 14h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
493,2021-03-09 13h,26,4,30,"[26.0,4.0]","[11.38378378378378,-10.118918918918922]","[-15.190412562837784,1.1110443260166365]",-15.190412562837784,1.1110443260166365
494,2021-03-10 2h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
495,2021-03-10 5h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
496,2021-03-01 22h,8,17,30,"[8.0,17.0]","[-6.61621621621622,2.881081081081078]","[6.677271958494201,-2.7366008857326607]",6.677271958494201,-2.7366008857326607
497,2021-03-02 11h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
498,2021-03-03 18h,16,14,30,"[16.0,14.0]","[1.3837837837837803,-0.11891891891892215]","[-1.0497138565489805,0.9094504323539939]",-1.0497138565489805,0.9094504323539939
499,2021-03-25 10h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
500,2021-03-31 4h,6,23,30,"[6.0,23.0]","[-8.61621621621622,8.881081081081078]","[12.373870219742251,0.010901298060043807]",12.373870219742251,0.010901298060043807
501,2021-03-01 12h,8,13,30,"[8.0,13.0]","[-6.61621621621622,-1.1189189189189221]","[3.8088134385039103,-5.5244218482578935]",3.8088134385039103,-5.5244218482578935
502,2021-03-05 6h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
503,2021-03-11 7h,6,24,30,"[6.0,24.0]","[-8.61621621621622,9.881081081081078]","[13.090984849739822,0.7078565386913525]",13.090984849739822,0.7078565386913525
504,2021-03-22 1h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
505,2021-03-25 16h,16,12,30,"[16.0,12.0]","[1.3837837837837803,-2.118918918918922]","[-2.4839431165441255,-0.4844600489086226]",-2.4839431165441255,-0.4844600489086226
506,2021-03-29 14h,27,1,30,"[27.0,1.0]","[12.38378378378378,-13.118918918918922]","[-18.038711693461806,-0.26270676587971664]",-18.038711693461806,-0.26270676587971664
507,2021-03-04 1h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
508,2021-03-29 11h,27,1,30,"[27.0,1.0]","[12.38378378378378,-13.118918918918922]","[-18.038711693461806,-0.26270676587971664]",-18.038711693461806,-0.26270676587971664
509,2021-03-02 3h,14,13,30,"[14.0,13.0]","[-0.6162162162162197,-1.1189189189189221]","[-0.3729180052839371,-1.221734068272459]",-0.3729180052839371,-1.221734068272459
510,2021-03-02 20h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
511,2021-03-31 18h,26,4,30,"[26.0,4.0]","[11.38378378378378,-10.118918918918922]","[-15.190412562837784,1.1110443260166365]",-15.190412562837784,1.1110443260166365
512,2021-03-08 0h,13,16,30,"[13.0,16.0]","[-1.6162162162162197,1.8810810810810779]","[2.475381125340088,0.15201702362389313]",2.475381125340088,0.15201702362389313
513,2021-03-20 18h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
514,2021-03-20 19h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
515,2021-03-21 1h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
516,2021-03-21 5h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
517,2021-03-23 18h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
518,2021-03-26 4h,13,15,30,"[13.0,15.0]","[-1.6162162162162197,0.8810810810810779]","[1.7582664953425156,-0.544938217007415]",1.7582664953425156,-0.544938217007415
519,2021-03-26 10h,19,8,30,"[19.0,8.0]","[4.38378378378378,-6.118918918918922]","[-7.443267358428338,-1.120937121441138]",-7.443267358428338,-1.120937121441138
520,2021-03-09 19h,28,1,30,"[28.0,1.0]","[13.38378378378378,-13.118918918918922]","[-18.735666934093118,0.45440786411785616]",-18.735666934093118,0.45440786411785616
521,2021-03-14 15h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
522,2021-03-17 12h,7,22,30,"[7.0,22.0]","[-7.61621621621622,7.881081081081078]","[10.95980034911337,0.031060687426308853]",10.95980034911337,0.031060687426308853
523,2021-03-19 16h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
524,2021-03-26 20h,26,1,30,"[26.0,1.0]","[11.38378378378378,-13.118918918918922]","[-17.341756452830502,-0.9798213958772877]",-17.341756452830502,-0.9798213958772877
525,2021-03-08 15h,26,3,30,"[26.0,3.0]","[11.38378378378378,-11.118918918918922]","[-15.907527192835357,0.41408908538532785]",-15.907527192835357,0.41408908538532785
526,2021-03-10 20h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
527,2021-03-19 20h,20,10,30,"[20.0,10.0]","[5.38378378378378,-4.118918918918922]","[-6.705993339064502,0.9900879898190502]",-6.705993339064502,0.9900879898190502
528,2021-03-28 5h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
529,2021-03-28 16h,24,3,30,"[24.0,3.0]","[9.38378378378378,-11.118918918918922]","[-14.513616711572741,-1.0201401746098178]",-14.513616711572741,-1.0201401746098178
530,2021-03-30 6h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
531,2021-03-05 8h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
532,2021-03-08 4h,13,16,30,"[13.0,16.0]","[-1.6162162162162197,1.8810810810810779]","[2.475381125340088,0.15201702362389313]",2.475381125340088,0.15201702362389313
533,2021-03-23 2h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
534,2021-03-08 13h,23,4,30,"[23.0,4.0]","[8.38378378378378,-10.118918918918922]","[-13.099546840943859,-1.040299563976081]",-13.099546840943859,-1.040299563976081
535,2021-03-10 11h,21,9,30,"[21.0,9.0]","[6.38378378378378,-5.118918918918922]","[-8.120063209693383,1.0102473791853148]",-8.120063209693383,1.0102473791853148
536,2021-03-19 9h,21,9,30,"[21.0,9.0]","[6.38378378378378,-5.118918918918922]","[-8.120063209693383,1.0102473791853148]",-8.120063209693383,1.0102473791853148
537,2021-03-25 3h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
538,2021-03-26 19h,20,7,30,"[20.0,7.0]","[5.38378378378378,-7.118918918918922]","[-8.857337229057219,-1.1007777320748744]",-8.857337229057219,-1.1007777320748744
539,2021-03-28 0h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
540,2021-03-29 20h,27,2,30,"[27.0,2.0]","[12.38378378378378,-12.118918918918922]","[-17.32159706346424,0.4342484747515911]",-17.32159706346424,0.4342484747515911
541,2021-03-31 22h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
542,2021-03-05 17h,14,15,30,"[14.0,15.0]","[-0.6162162162162197,0.8810810810810779]","[1.0613112547112076,0.1721764129901574]",1.0613112547112076,0.1721764129901574
543,2021-03-07 18h,28,2,30,"[28.0,2.0]","[13.38378378378378,-12.118918918918922]","[-18.018552304095543,1.151363104749164]",-18.018552304095543,1.151363104749164
544,2021-03-10 23h,4,26,30,"[4.0,26.0]","[-10.61621621621622,11.881081081081078]","[15.919124590997583,0.6675377599588241]",15.919124590997583,0.6675377599588241
545,2021-03-16 13h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
546,2021-03-16 23h,3,27,30,"[3.0,27.0]","[-11.61621621621622,12.881081081081078]","[17.333194461626462,0.6473783705925591]",17.333194461626462,0.6473783705925591
547,2021-03-14 4h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
548,2021-03-24 11h,23,7,30,"[23.0,7.0]","[8.38378378378378,-7.118918918918922]","[-10.948202950951142,1.0505661579178431]",-10.948202950951142,1.0505661579178431
549,2021-03-04 6h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
550,2021-03-06 2h,7,21,30,"[7.0,21.0]","[-7.61621621621622,6.881081081081078]","[10.242685719115798,-0.6658945532049998]",10.242685719115798,-0.6658945532049998
551,2021-03-05 4h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
552,2021-03-09 17h,24,6,30,"[24.0,6.0]","[9.38378378378378,-8.118918918918922]","[-12.362272821580024,1.0707255472841073]",-12.362272821580024,1.0707255472841073
553,2021-03-13 6h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
554,2021-03-19 2h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
555,2021-03-30 5h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
